agent_id,archetype_id,age,sex,race,marital_status,education,income,housing
238,567,36,Female,Hispanic or Latino origin (of any race),Never married,Bachelor's degree,"$25,000 to $34,999",Householder lived in renter-occupied housing units
239,511,39,Female,Hispanic or Latino and Middle Eastern and Native American,Never married,High school graduate (includes equivalency),"$75,000 or more",Householder lived in owner-occupied housing units
240,668,34,Male,White,Never married,Less than high school graduate,"$35,000 to $49,999",Householder lived in renter-occupied housing units
241,707,46,Female,Asian,Never married,Bachelor's degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
242,288,58,Male,Asian,Widowed,Bachelor's degree,"$10,000 to $14,999",Householder lived in renter-occupied housing units
243,689,22,Female,White,Widowed,Bachelor's degree,"$50,000 to $64,999",Householder lived in owner-occupied housing units
244,689,24,Female,White,Widowed,Bachelor's degree,"$50,000 to $64,999",Householder lived in owner-occupied housing units
245,469,0,Female,White and Native American and Hispanic or Latino,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
246,223,28,Female,Hispanic or Latino origin (of any race),Never married,Some college or associate's degree,"$75,000 or more",Householder lived in owner-occupied housing units
247,51,66,Female,Asian,Never married,Bachelor's degree,"$10,000 to $14,999",Householder lived in renter-occupied housing units
248,918,33,Female,Asian,"Now married, except separated",Bachelor's degree,"$15,000 to $24,999",Householder lived in owner-occupied housing units
249,222,73,Female,White,"Now married, except separated",Some college or associate's degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
250,9,57,Female,White,"Now married, except separated",Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
251,637,57,Female,Asian,Never married,Less than high school graduate,"$75,000 or more",Householder lived in owner-occupied housing units
252,518,0,Male,White,"Now married, except separated",Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
253,20,16,Male,Asian and Middle Eastern,Never married,High school graduate (includes equivalency),"$75,000 or more",Householder lived in owner-occupied housing units
254,525,28,Male,White,Never married,Some college or associate's degree,"$50,000 to $64,999",Householder lived in owner-occupied housing units
255,393,3,Female,White,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
256,74,0,Male,Asian,"Now married, except separated",High school graduate (includes equivalency),"$65,000 to $74,999",Householder lived in renter-occupied housing units
257,638,0,Male,Hispanic or Latino origin (of any race),Widowed,Graduate or professional degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
258,602,33,Male,White,Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
259,417,13,Female,Black or African American and Native American,Never married,Bachelor's degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
260,662,29,Female,Hispanic or Latino and Asian,Widowed,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
261,36,49,Male,Asian,Widowed,Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
262,942,31,Female,Asian,"Now married, except separated",Bachelor's degree,"$65,000 to $74,999",Householder lived in renter-occupied housing units
263,651,30,Female,White,Never married,Bachelor's degree,"$10,000 to $14,999",Householder lived in owner-occupied housing units
264,869,39,Male,White,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
265,177,28,Male,Black or African American,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
266,517,14,Male,Hispanic or Latino origin (of any race),Never married,Less than high school graduate,"$65,000 to $74,999",Householder lived in renter-occupied housing units
267,460,70,Female,Hispanic or Latino origin (of any race),"Now married, except separated",Bachelor's degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
268,286,34,Male,Black or African American,Never married,Bachelor's degree,"$10,000 to $14,999",Householder lived in owner-occupied housing units
269,30,0,Female,Hispanic or Latino and Native American,"Now married, except separated",High school graduate (includes equivalency),"$75,000 or more",Householder lived in owner-occupied housing units
270,711,33,Male,Middle Eastern and Asian,Never married,Graduate or professional degree,"$35,000 to $49,999",Householder lived in renter-occupied housing units
271,355,0,Female,Hispanic or Latino and Black or African American,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
272,328,55,Male,Black or African American,"Now married, except separated",Bachelor's degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
273,817,5,Female,White,Never married,Graduate or professional degree,"$25,000 to $34,999",Householder lived in renter-occupied housing units
274,841,32,Female,White,Never married,Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
275,876,23,Male,White,Divorced or separated,Bachelor's degree,"$65,000 to $74,999",Householder lived in owner-occupied housing units
276,822,52,Male,Hispanic or Latino origin (of any race),"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
277,551,18,Female,Asian,"Now married, except separated",Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
278,580,0,Female,Asian,Never married,Bachelor's degree,"$10,000 to $14,999",Householder lived in owner-occupied housing units
279,847,13,Male,Asian,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
280,983,0,Female,White,"Now married, except separated",Some college or associate's degree,"$10,000 to $14,999",Householder lived in renter-occupied housing units
281,665,46,Female,White,"Now married, except separated",Some college or associate's degree,"$50,000 to $64,999",Householder lived in owner-occupied housing units
282,282,41,Male,Black or African American and Native American and White,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
283,278,12,Male,White,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
284,522,47,Male,White,"Now married, except separated",Graduate or professional degree,"$35,000 to $49,999",Householder lived in renter-occupied housing units
285,926,49,Female,Asian,Divorced or separated,Less than high school graduate,"$15,000 to $24,999",Householder lived in renter-occupied housing units
286,826,30,Male,White,Never married,Some college or associate's degree,"$10,000 to $14,999",Householder lived in owner-occupied housing units
287,42,38,Male,Middle Eastern and Hispanic or Latino,"Now married, except separated",Less than high school graduate,"$65,000 to $74,999",Householder lived in owner-occupied housing units
288,999,66,Male,White,"Now married, except separated",Bachelor's degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
289,163,62,Female,Asian,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
290,880,70,Male,Hispanic or Latino origin (of any race),Never married,Graduate or professional degree,"$25,000 to $34,999",Householder lived in renter-occupied housing units
291,308,25,Female,White,"Now married, except separated",Less than high school graduate,"$75,000 or more",Householder lived in owner-occupied housing units
